Provider,FraudRiskScore,WasteRiskScore,AbuseRiskScore,OverallFWAScore,FWARiskLevel,AnomalousClaims,MaximumClaimAnomalyScore,InvestigationPriorityScore,InvestigationPriority
PRV51708,0.06641618,0.0,5.639162586492939,1.4429987374352027,Low,0,-0.07609530746885751,2.2786181637840883,Low
PRV51709,0.04604731,0.0,6.2641625864929384,1.5890643022613333,Low,1,0.02495056293180664,5.054967878663923,Low
PRV51710,0.7711032,0.0,21.82670786114794,5.842228566935316,Low,13,0.17708059953321087,12.339921242318173,Low
PRV51711,0.15513617,0.0,15.014162586492938,3.8311087306247757,Low,1,0.029176456481336932,6.735111382999076,Low
PRV51712,0.03745299,0.0,5.8899836793050895,1.4912224139895471,Low,1,0.0015029863682163302,4.372185378359996,Low
PRV51713,0.05111792,0.0,6.092542386598146,1.5486945563422532,Low,1,0.015557418498866271,4.78062202341929,Low
PRV51715,0.7766744,41.716819563510406,13.015447897417912,14.071404060151666,Low,3,0.1909213729436814,18.194496302360392,Low
PRV51716,1.0265143,0.0,12.677243289549391,3.6825679682690007,Low,6,0.07483360236394065,7.961513364143174,Low
PRV51718,0.020117404,0.0,5.702894225711164,1.4357822583974742,Low,1,0.02669794493568245,4.993449372801512,Low
PRV51719,0.053312693,6.3394890767897545,6.896243879739409,3.3355895855279027,Low,1,0.0008210716826561049,5.645377202921569,Low
PRV51720,0.11178481,0.0,5.702894225711164,1.4816159605966353,Low,0,-0.01426765175965905,3.9254469202082793,Low
PRV51721,0.17247923,0.0,10.046028406102051,2.5977467151181375,Low,0,-0.0119704621957335,4.766921549814335,Low
PRV51722,0.032910343,0.0,0.014162586492938941,0.019995818253021228,Low,0,-0.07371485703538211,1.3448805382360849,Low
PRV51723,0.20836797,0.0,4.637469398697042,1.2635513364572881,Low,1,0.05063282272132952,5.499947505344377,Low
PRV51724,0.030605659,0.17243184209409998,6.370381985189981,1.6510062862654287,Low,2,0.03991824126971022,5.517304803041304,Low
PRV51725,0.038508918,0.0,6.271243879739409,1.5870654290030315,Low,0,-0.09541725158509018,1.8732573754788535,Low
PRV51726,0.5483852,0.0,8.78740801544589,2.4710446053038093,Low,2,0.0730631867583178,6.95968208726295,Low
PRV51727,0.054375052,2.063840324441364,4.223317012638423,1.5989768604959904,Low,0,-0.0010722175140246426,4.353301171908236,Low
PRV51729,0.15428624,0.0,8.81167380475224,2.280061568973514,Low,2,0.03500349129504954,5.828884037230919,Low
PRV51731,0.22100946,0.0,6.906744692224634,1.83719090459207,Low,3,0.08603350070919302,6.882633924373373,Low
PRV51732,0.2744706,1.504409646564004,6.995381985189981,2.2621832066912813,Low,2,0.08699990284966841,7.178601260733832,Low
PRV51733,0.019141598,0.0,5.014162586492939,1.2631114454598833,Low,0,-0.10818037563529959,1.312113877879866,Low
PRV51734,1.2073443,0.0,4.455357504147614,1.7175115228340836,Low,2,0.03616128150867037,5.465431462893241,Low
PRV51735,0.15069212,0.0,6.952894225711165,1.8135696165250088,Low,0,-0.07380441381044894,2.598035936812162,Low
PRV51736,0.1531052,0.0,5.692169920207796,1.4995950797204518,Low,0,-0.004050588968779245,4.20570482658947,Low
PRV51737,1.4773707,0.0,14.684868361280046,4.409902459811589,Low,18,0.14322532339345329,10.584561040931842,Low
PRV51738,0.1606349,0.0,10.76554831609737,2.7717045315742768,Low,1,0.010667838034896793,5.508628947780829,Low
PRV51739,0.19735047,0.0,6.5574791094254525,1.738045013462282,Low,6,0.05636990544907938,6.1166246801732616,Low
PRV51740,0.20453385,0.0,9.697378015197543,2.5266114263925026,Low,6,0.08293350272338651,7.364549661371017,Low
PRV51741,0.09363385,0.0,7.742837862697378,1.9825263921238818,Low,3,0.045848862115852596,5.931588351346542,Low
PRV51742,0.032728743,0.0,8.523499777445071,2.1472393157653196,Low,1,0.06268024855197274,6.434154523891122,Low
PRV51743,0.08923923,0.0,8.956955174809913,2.283858409823532,Low,9,0.07030024501470322,6.944186066966765,Low
PRV51744,0.066585995,0.0,9.099138105450571,2.308077523991093,Low,0,-0.05237593691121911,3.5055871092137787,Low
PRV51745,0.049637485,0.0,8.706770390752505,2.2015113403358932,Low,1,0.020448592074971628,5.3657355677892875,Low
PRV51746,0.21813968,0.0,8.773186177315582,2.3023663834488066,Low,4,0.08687946940776115,7.257265574633218,Low
PRV51747,0.1055476,0.011473874543583618,8.202894225711164,2.1063658248109154,Low,0,-0.028279974130487273,3.995668895600068,Low
PRV51748,0.2723919,0.0,6.90308631984066,1.8619675227196788,Low,3,0.047512686564373685,5.890786978420982,Low
PRV51749,0.05960961,0.5720251834350711,3.8066503459717556,1.124473687645386,Low,2,0.03462175146242119,5.009971479276176,Low
PRV51750,0.055896405,1.1314558613124313,12.556650345971757,3.4499747543863597,Low,0,-0.04890859034664885,4.395754722133759,Low
PRV51751,0.046908848,0.46546695907747904,5.014162586492939,1.3933618103864305,Low,0,-0.07063493814607047,2.3869262299552716,Low
PRV51752,0.6017262,0.0,11.830880274668639,3.2585831558444363,Low,11,0.12300145198769274,9.060881379642804,Low
PRV51753,0.038335226,0.0,7.577894225711164,1.9136411696658873,Low,0,-0.01341656427699972,4.250161848900546,Low
PRV51754,0.20554537,0.0,6.573002513297095,1.746023311229471,Low,0,-0.01006455377379517,4.220647258764655,Low
PRV51755,0.13091111,0.0,5.120381985189981,1.3455510522133278,Low,0,-0.025982502088994497,3.52328905673352,Low
PRV51758,0.12639669,0.0,6.828202045193104,1.7702488542176256,Low,1,0.0326367485616158,5.383164203695894,Low
PRV51759,0.079873644,0.0,5.323311617367378,1.3707647262496032,Low,0,-0.015834025876247104,3.8068142806925964,Low
PRV51761,0.016081639,0.0,6.018850954411187,1.5127535579198992,Low,1,0.03146356815755902,5.172181837213144,Low
PRV51762,0.033347648,0.0,7.998768722072247,2.0163660043366263,Low,2,0.011595118839958007,5.03103105539093,Low
PRV51763,0.12738015,0.0,8.635692292977932,2.222613147032649,Low,1,0.06710248506133809,6.602772516732603,Low
PRV51764,0.05970007,0.0,6.981845526032796,1.775311417414037,Low,3,0.029766312389820637,5.365197925323898,Low
PRV51765,0.07364366,0.0,6.034483007786532,1.5454425829643657,Low,1,0.007095353979723273,4.556651579295039,Low
PRV51766,0.07852629,0.0,7.1119627233686185,1.8172538249776298,Low,1,0.005274161439961622,4.6992067927331815,Low
PRV51767,0.027468504,0.0,8.453715318523315,2.127163081822909,Low,2,0.08604045539053173,7.058951013617033,Low
PRV51769,0.20848538,0.0,6.371774639528452,1.6971863497896638,Low,1,0.10015872681751226,7.101000307847494,Low
PRV51770,0.104467,0.5027623376026363,8.015680006474325,2.181844084562741,Low,2,0.06610661798400941,6.5749895086473895,Low
PRV51771,0.34270525,0.0,9.9713503669181,2.6641902166227136,Low,4,0.10085537567621639,7.876691137291385,Low
PRV51773,0.25064644,0.0,6.546028406102051,1.7618303226129686,Low,0,-0.06029213983719156,2.915820803364481,Low
PRV51774,0.040749367,4.834354157738763,5.024784526362644,2.4851593546886006,Low,1,0.023591685283695152,5.64663375243711,Low
PRV51775,0.34403166,0.0,7.274421469581911,1.990621198269921,Low,3,0.07916600703030552,6.810116556743286,Low
PRV51776,0.5730507,1.2839328617528059,16.816611510172624,4.811661431869526,Low,6,0.04449894844016655,7.957153972330785,Low
PRV51778,0.036232796,0.0,9.223317012638422,2.3239456509427656,Low,0,-0.07686240802109517,2.8751840590969593,Low
PRV51779,0.05585606,0.0,9.277578954886952,2.347322768840084,Low,4,0.06196503387334529,6.6360122457927835,Low
PRV51780,0.23829354,2.497502108105689,20.078329368205825,5.763104640806871,Low,1,0.05117417556425785,8.663817493416417,Low
PRV51781,0.13434362,0.0,13.37284526362643,3.410383127964103,Low,1,0.016035725172328985,6.096334978553233,Low
PRV51784,0.07753567,1.0173291958548563,10.836822797139735,3.00230583151133,Low,2,0.0437523166540662,6.563661810181362,Low
PRV51786,0.18966258,0.4613797615278467,9.796028406102051,2.6591833297683447,Low,0,-0.016619171176770642,4.688137612256289,Low
PRV51787,0.0331146,0.0,5.8899836793050895,1.4890532202895912,Low,0,-0.06292928916202117,2.6557872677667036,Low
PRV51788,1.5145274,0.0,16.07002450767053,4.774769846953186,Low,15,0.0716228485853283,8.883548232115164,Low
PRV51789,0.35025364,0.0,10.728526429843171,2.8572584282634814,Low,1,0.09649888079264024,7.81716799888704,Low
PRV51790,0.11616202,0.0,7.054621766269377,1.8217364500612445,Low,6,0.0679441690790693,6.478437941700468,Low
PRV51792,1.0377358,1.4534379720107764,17.19992909910116,5.182209677686278,Low,6,0.06267289257349362,8.692669248974598,Low
PRV51793,0.17822471,2.3654998392041477,18.781434872334398,5.375846034189759,Low,4,0.1137954469455904,10.113861684343476,Low
PRV51794,0.06919566,0.0,8.408419565705206,2.136702720410562,Low,3,0.03475483107809363,5.748863936572239,Low
PRV51795,3.4582999,0.15192332993214056,12.683742699523867,4.9380664449937015,Low,2,0.07836784145845166,8.825571788364254,Low
PRV51796,0.028710883,0.0,5.014162586492939,1.2678960881786157,Low,0,-0.047871596656062554,2.8954674165401277,Low
PRV51797,0.081626736,0.4613797615278467,12.849138105450573,3.3684428345584303,Low,0,-0.02094676381228394,5.071242489626885,Low
PRV51798,0.06654686,0.4613797615278467,13.455357504147617,3.5124577450973784,Low,0,-0.006385233025148818,5.553544336446606,Low
PRV51799,0.03861915,0.0,6.723317012638422,1.7001388278977503,Low,0,-0.03882984216695512,3.4349184503680616,Low
PRV51801,0.07338218,0.0,7.167796301541698,1.8286401636148424,Low,1,0.09316017862117076,7.009665962238919,Low
PRV51802,0.13219833,0.0,9.233832426559939,2.374557273510102,Low,1,0.06502852515987301,6.65479860369252,Low
PRV51803,0.054957006,1.087135842897406,17.352806889761123,4.6374641862279535,Low,2,0.1677678125844786,10.957302381168244,Low
PRV51805,96.37589,3.3345243253334553,27.247006748584862,55.833329088059656,Medium,3,0.19537747393811145,47.5445873342254,Medium
PRV51806,0.064244576,0.6325671869290964,30.836873979956568,7.899482579620672,Low,1,0.10559134145176197,11.584934450444255,Low
PRV51807,0.82071507,0.922062594615278,28.043462762031936,7.65173887404721,Low,7,0.17997597001359755,13.521359223014876,Low
PRV51809,10.676974,0.0,27.167175470699934,12.130281015959895,Low,26,0.17231958252126323,16.965819366633102,Low
PRV51810,0.2686452,0.0,26.40305147538183,6.735085467422003,Low,3,0.1276120899658324,11.400460058725848,Low
PRV51811,5.280101,0.709765962312078,29.478243569511324,10.187052794180216,Low,15,0.20696771888080645,16.21798952310211,Low
PRV51812,0.048215773,0.0,33.34749591982627,8.360981866434873,Low,1,0.07879167395295461,11.205870754726515,Low
PRV51813,0.6408535,0.053925715508024566,25.349138105450574,6.6711927173436845,Low,10,0.1879432583749634,13.124245456755197,Low
PRV51815,0.09773122,0.0,10.099138105450573,2.5736501352336263,Low,0,-0.01847095537571325,4.5797502621220705,Low
PRV51816,1.1073011,0.0,25.305367523936695,6.879992438979016,Low,7,0.15501541170185207,12.327205568643855,Low
PRV51818,93.659065,0.0026334645112812394,27.624840706431158,53.736401166026624,Medium,29,0.17105872460669036,46.13760769920295,Medium
PRV51819,0.07538617,0.0,15.88998367930509,4.010189003112558,Low,2,0.06428565050208734,7.807124191856628,Low
PRV51820,0.12342975,0.0,21.046028406102053,5.323221977968661,Low,5,0.11623247995324104,10.167717283471294,Low
PRV51821,1.9387027,0.8641635130780416,25.129361739435378,7.467732664389494,Low,10,0.19497471493954577,13.86603758744673,Low
PRV51822,0.07406132,0.0,2.514162586492939,0.6655713062392282,Low,1,0.025847708451980256,4.432026718910051,Low
PRV51823,0.27355862,0.0,19.995055356707116,5.135543147495871,Low,8,0.12625853666837172,10.37954745019035,Low
PRV51824,1.5195284,0.32922096611139495,26.801044884159037,7.542330657056134,Low,9,0.13728854224934361,12.380114813076819,Low
PRV51826,96.75749,0.9132258899791387,29.290957011893358,55.92979175818297,Medium,21,0.19883700802533677,48.185967555662984,Medium
PRV51827,4.361845,0.0,26.012563444023662,8.684063369245662,Low,18,0.15659162155160056,13.92665169095477,Low
PRV51828,1.0073497,0.0,26.86952119421872,7.221055163323662,Low,11,0.1414858919834956,12.31887783972075,Low
PRV51829,0.09410672,0.0,21.932471438783903,5.5301712191448855,Low,5,0.15921863071782227,11.438757803522329,Low
PRV51830,0.5423838,0.0,21.445539234860647,5.632576703723249,Low,6,0.09791600145358226,9.9312455267061,Low
PRV51831,0.05113398,0.922062594615278,30.847495919826272,7.967956618166342,Low,2,0.11917060319887851,12.015469271762218,Low
PRV51833,0.1389839,0.0,28.11220590152731,7.097543428039527,Low,3,0.09431325247401989,10.781798418515336,Low
PRV51836,99.21991,2.9509685533541807,31.18965527569123,58.14511079124573,Medium,160,0.12795430728182589,51.611208493338545,Medium
PRV51837,28.700617,4.792237017613365,9.798568157184992,17.998009711973516,Low,22,0.20056959054389978,21.70595696026276,Low
PRV51838,0.90164274,0.0,9.008060576138046,2.70283651392091,Low,17,0.10881631531184022,8.461302137081226,Low
PRV51840,92.09636,0.0,14.408450807914964,49.650292328443584,Medium,43,0.21717576097202973,44.86137124292064,Medium
PRV51841,38.27763,7.808065846337439,11.110328744529838,23.86841357386428,Low,11,0.22958862562236448,26.28019512271741,Low
PRV51842,99.71348,0.7504102218163989,18.87851926318544,54.76397141543991,Medium,128,0.1953742544193504,50.15165731456272,Medium
PRV51843,0.11029914,0.1654620241784525,13.875879316778844,3.5654849053467843,Low,5,0.06479638165047374,7.589748666327056,Low
PRV51845,4.4724793,8.463260603718641,11.837013732463495,7.311308255752687,Low,13,0.1935773706864582,13.800468980851273,Low
PRV51846,0.31744853,0.07152854838009272,12.186709866043792,3.2232838669164035,Low,4,0.17477160963444716,10.204556960608663,Low
PRV51847,0.046650864,0.0,7.653230641650864,1.9366330925046673,Low,3,0.08269123795674482,6.8646809223573415,Low
PRV51848,0.16378663,0.0,7.752903105755453,2.0201190938402727,Low,4,0.10753588582939555,7.600861221945646,Low
PRV51849,2.9016101,0.0,10.897688243960573,4.1752271290061955,Low,10,0.1381373893436485,10.07222656837906,Low
PRV51851,96.96938,3.563248830190719,16.653198645796767,53.538803488869924,Medium,80,0.23466275177030438,49.03475194942495,Medium
PRV51852,1.6798904,0.0,7.200112259499285,2.639973261980229,Low,2,0.052513766253128535,6.539566537829167,Low
PRV51855,2.0959823,2.370748777113918,13.955627485736176,5.129585222290587,Low,24,0.20494204735120236,12.86630324616769,Low
PRV51856,0.15381193,0.0,8.129638528318884,2.1093155978847746,Low,8,0.08488773544819472,7.177331976304728,Low
PRV51857,96.84774,2.405635995180677,20.467045557581095,54.142040474860366,Medium,27,0.19851298115060156,47.08712643928136,Medium
PRV51858,0.1662162,0.0,7.097104958988947,1.8573843370620713,Low,4,0.13683080438272732,8.254432119666557,Low
PRV51859,0.09933505,0.0,8.420935674880967,2.1549014447567427,Low,6,0.06931737249775893,6.747629415740283,Low
PRV51860,12.6167,1.4680794014938106,19.213808110375236,11.47882196417942,Low,66,0.16661881337744355,17.434271485020837,Low
PRV51861,0.14305687,0.0,7.2296166956366035,1.8789326086625688,Low,1,0.010704177560990624,4.884640645674736,Low
PRV51862,0.96556145,0.082138803688121,14.510621939869703,4.1309709106533266,Low,8,0.16263019135776235,10.629232540039792,Low
PRV51863,63.83049,0.0,14.619075539316285,35.57001394098141,Medium,24,0.20413277792089102,34.15340164044048,Low
PRV51864,7.2955093,0.8726889823289468,17.949518416281062,8.353306518841956,Low,10,0.2211450603290367,15.171565137280451,Low
PRV51865,0.96634233,0.0,7.389903820729702,2.3306471201718972,Low,2,0.0806468596201042,7.060085297518551,Low
PRV51867,0.18400398,0.0,7.653206599434437,2.0053036393424426,Low,15,0.0947629797962809,7.551160434052802,Low
PRV51868,99.76315,2.35801292647392,23.85524807399607,56.43489178820344,Medium,99,0.20582787138801295,50.81664799178803,Medium
PRV51869,0.27063823,2.503177341127441,6.572403573981692,2.4042143425086673,Low,3,0.16482061853241137,9.343660833008837,Low
PRV51870,0.18506601,0.0,6.768899059190921,1.7847577720618675,Low,5,0.12459919950941334,7.909988499585975,Low
PRV51871,0.1354301,0.0,7.550623265854814,1.9553708652536814,Low,1,0.012816021822268597,4.99347474324259,Low
PRV51872,0.64718306,0.0,7.454436019709158,2.187200535250318,Low,1,0.04232638624118923,5.928885115158137,Low
PRV51873,96.602806,6.8560802694086975,12.305666036843705,53.0918396222174,Medium,32,0.22650315567900903,47.21951681887463,Medium
PRV51874,0.9987497,0.0,8.306743668395432,2.5760607537821314,Low,3,0.06208758883607113,6.772493963496993,Low
PRV51875,0.026212307,0.0,5.014162586492939,1.266646799969833,Low,0,-0.11907191123141625,1.0292458742139157,Low
PRV51876,76.7432,0.0,15.244247457359233,42.182662969076134,Medium,21,0.1850585282534909,38.20200081744877,Low
PRV51877,0.1320565,0.0,3.7854064662323474,1.0123798688020824,Low,0,-0.0507542945886752,2.6410834744942475,Low
PRV51878,0.05592083,0.0,5.423747959913135,1.3838974059078397,Low,1,0.06779759220567239,6.033882317129157,Low
PRV51879,1.532444,3.5751857564066016,22.762984297834375,7.350764513682314,Low,10,0.15089295470012365,12.629280419738913,Low
PRV51884,11.487353,5.452939698238254,8.8843522118772,9.327999639973932,Low,7,0.23005703910465036,16.006794586110196,Low
PRV51885,0.5079011,0.23992473503772238,13.132466115347746,3.597048248847435,Low,5,0.10107411978149072,8.562268182076604,Low
PRV51886,0.16446649,7.1703824272202645,21.711891402185984,7.302801700042125,Low,0,-0.01721641954238612,7.923023413173873,Low
PRV51887,0.032026988,0.0,5.014162586492939,1.269554140384655,Low,0,-0.09882209873890507,1.5617973175303113,Low
PRV51888,0.024519246,0.0,4.514162586492939,1.1408002696590234,Low,0,-0.052513887456620834,2.6848789229692214,Low
PRV51889,0.34625348,10.79256516980957,29.41040646623235,10.223869651254248,Low,0,-0.09742962338840605,7.8662990501130405,Low
PRV51890,0.19720043,0.198586220029599,10.207414049799636,2.7001002836671972,Low,3,0.1760553888278359,9.845116004904444,Low
PRV51891,0.039447293,0.0,11.680829253159605,2.9399309596326555,Low,0,-0.03518173708825795,4.398348110372954,Low
PRV51892,0.015478803,0.0,4.028325172985878,1.0148206946689105,Low,0,-0.0456637458257762,2.7761571946855126,Low
PRV51894,2.6640368,0.0,6.525601598660313,2.9634187750618066,Low,2,0.05029654914353354,6.707890460179062,Low
PRV51895,0.44125175,2.8935089148103144,15.820539234860645,4.899137914798111,Low,0,-0.028089512584875576,5.955599180371669,Low
PRV51896,0.16352846,0.4613797615278467,11.778325172985879,3.141690462270418,Low,0,-0.031113597648329494,4.646159233253977,Low
PRV51897,1.9757625,0.1775859655823109,10.986532232130116,3.778910792657019,Low,4,0.09150540832669862,8.412039685629605,Low
PRV51898,1.0170766,0.0,10.736945389032892,3.192774653017653,Low,3,0.12681587752774026,8.899982854469467,Low
PRV51899,0.32644457,0.3194646712302513,12.90314055355481,3.468873589321189,Low,3,0.060331858616500034,7.3514653121466464,Low
PRV51901,0.1638626,0.9792298265158709,5.017703233116174,1.5811645653693036,Low,2,0.06879122105109892,6.224846629781744,Low
PRV51902,0.22893625,14.352086691122823,30.035406466232345,11.211341416827882,Low,1,0.028334037870577755,11.879204093119654,Low
PRV51905,6.9238825,3.5776033243088583,26.10205791925963,10.88185655311014,Low,28,0.09589848140903035,14.143489290578017,Low
PRV51906,0.114396974,4.477536141628813,23.812556788293243,7.129721719702709,Low,1,0.003659595415782313,8.375634984087146,Low
PRV51908,0.10736868,0.0503646272134862,6.703874111159751,1.7422440235205783,Low,4,0.09867390164808576,7.174177283243255,Low
PRV51909,0.12943514,0.0,6.280685604068034,1.634888969474135,Low,2,0.025005567999281553,5.115331837882605,Low
PRV51910,0.7346557,0.08199985241734661,15.222663896816687,4.193493776444632,Low,8,0.09325379748711882,8.855435635528728,Low
PRV51911,0.21356165,0.04909883520476825,19.58290965227043,5.01478294891424,Low,12,0.08206616153050172,9.244620446190268,Low
PRV51913,0.081955165,0.0,2.514162586492939,0.6695182289587068,Low,0,-0.11990562086776196,0.5894138670355749,Low
PRV51914,0.019686228,0.0,7.798085659737422,1.9593645287665313,Low,0,-0.018165413612399484,4.157755097509019,Low
PRV51915,0.17133746,0.0,10.197044571682918,2.634929870676276,Low,3,0.047540976580168426,6.432601780194119,Low
PRV51916,0.21336968,6.2443357407725255,27.92787244073593,8.649736886592724,Low,4,0.03947801514829863,10.458574199777104,Low
PRV51917,0.07503383,0.3570243533633853,12.600338757624396,3.2768576920550165,Low,1,0.0035995383178097917,5.67705675412965,Low
PRV51918,0.015681913,0.0,2.514162586492939,0.6363816031845021,Low,0,-0.11396978094984417,0.7217287978763951,Low
PRV51919,9.505376,1.7422995830594579,30.452073132899017,12.801281110050411,Low,6,0.21984374209420754,18.14367211268024,Low
PRV51920,85.43352,0.6725357724345078,16.370381985189987,46.97748816743347,Medium,9,0.19780532414173624,41.57017873977572,Medium
PRV51921,0.8264955,3.2887523300699857,19.402609336131167,6.0860881806608536,Low,3,0.09574282619949503,10.111232545018499,Low
PRV51922,0.14282212,2.677505202062336,25.33090638101159,7.0735139540751755,Low,1,0.054703079727657866,9.673556285941341,Low
PRV51923,0.30201107,0.595551000596441,11.398039975104677,3.1494032802431047,Low,0,-0.008433113500711686,5.245754653364694,Low
PRV51924,0.17804709,2.101495301401064,18.675692955124834,5.283320609515881,Low,3,0.06927871105888816,8.85597304357342,Low
PRV51925,0.11727354,2.21378943435437,14.661227559044496,4.277391018002083,Low,0,-0.002057315348404254,6.2023829190806214,Low
PRV51926,1.1743952,0.0,8.12367120375241,2.618115402733299,Low,4,0.07643078804881398,7.204549287867895,Low
PRV51927,3.4253116,0.00850229923792378,26.979850910676795,8.459744085178265,Low,5,0.1415771231765689,13.02727638710175,Low
PRV51928,0.10870513,0.0,8.723317012638422,2.2351818197594513,Low,3,0.08666621290095666,7.177803725102812,Low
PRV51929,6.0468884,0.7679911744575352,8.062075882489088,5.230960939956871,Low,21,0.1836530215997597,12.29898712046876,Low
PRV51930,0.04991169,0.0,5.014162586492939,1.2784964911298562,Low,0,-0.04359058872627353,3.015044021512131,Low
PRV51931,0.28464523,0.0,6.992055817695355,1.8903365692128478,Low,2,0.09376231936952573,7.0954743154894135,Low
PRV51932,2.6484632,3.6712640855802983,7.530095496297495,4.1245715200727195,Low,4,0.1975940604839903,11.433374091152542,Low
PRV51933,0.085306436,0.0,7.0854408562095434,1.8140134319641061,Low,4,0.09695506984440339,7.179384918976383,Low
PRV51934,0.20337754,0.0,6.1374361453267285,1.6360478087716388,Low,10,0.1092251054981791,7.53734030223346,Low
PRV51935,1.7153461,0.10461753638156543,8.821973565140249,3.0893208243535373,Low,7,0.1661619221058327,9.965758167783925,Low
PRV51936,0.04884283,0.0,6.3881509731720145,1.6214591576534076,Low,1,0.04081347660112222,5.49323006866011,Low
PRV51937,0.084848076,0.0,6.827968671589048,1.7494162059498208,Low,10,0.06043010915676128,6.338338631379374,Low
PRV51938,0.73529685,0.0,9.93171851183262,2.8505780506762033,Low,13,0.17140112500975102,10.096971721001257,Low
PRV51940,99.82869,0.0,24.214456598149752,55.967958937135094,Medium,198,0.2048157518945788,53.12099702470396,Medium
PRV51941,0.23599201,0.09212551751700407,8.043682099003858,2.1519479113342714,Low,3,0.1484787096148391,8.738939545285486,Low
PRV51942,0.12807004,0.0,6.589869309738693,1.7115023482033156,Low,5,0.13357592455475853,8.093887139913223,Low
PRV51943,0.3550388,0.0,7.572803865039523,2.070720362207337,Low,8,0.1472916029910467,8.785207942578857,Low
PRV51944,6.05353,0.3123363283403241,8.952209011253654,5.342901443007015,Low,16,0.19300474011992086,12.488119017752005,Low
PRV51946,14.5102215,0.0,11.712215698005998,10.18316466516312,Low,28,0.20020767048637345,16.387157461910416,Low
PRV51947,0.1608595,0.7803051395187401,6.475802798133151,1.894456732113664,Low,1,0.1838122350523369,9.43069258945852,Low
PRV51948,99.70049,1.1443439397068993,18.051983175721308,54.64932820830041,Medium,169,0.22585287286086841,51.970574692576875,Medium
PRV51949,46.128925,0.0,11.90005900308157,26.039477412513556,Low,20,0.2329952516497351,28.130799307901352,Low
PRV51950,0.25862715,0.05358397839499682,8.36470595192112,2.233886055820263,Low,8,0.17313619180805417,9.576515420643268,Low
PRV51951,59.340523,0.24780800227040992,18.821641933279558,34.43762386694413,Medium,51,0.19833129914398528,33.93357030541566,Low
PRV51952,0.0408839,0.0,5.564082686788189,1.4114626210645704,Low,0,-0.0033254633349329987,4.1630093664724,Low
PRV51954,29.993078,0.14153851549022134,9.553172903078924,17.420216970548047,Low,70,0.23861716763949858,23.586885085884226,Low
PRV51956,0.6228275,10.632263258052758,11.142459482477893,5.755094420283953,Low,4,0.14404895972670873,11.171934588335379,Low
PRV51957,16.092283,0.0,13.982018208588162,11.541646176597723,Low,28,0.1842778217139709,16.920755124130917,Low
PRV51958,0.27775973,0.0,5.4496228775306035,1.5012855847905946,Low,2,0.09376199273974883,6.82313006915794,Low
PRV51959,6.504848,0.6326206952553919,22.680729120279732,9.080761455577507,Low,70,0.15131102742508096,15.461969445261051,Low
PRV51960,44.120426,0.7726290441178941,17.107314189113243,26.53019889729704,Low,21,0.19413438894560708,27.483050617269573,Low
PRV51961,0.4157298,0.0,11.057581832718775,2.9722603536426835,Low,12,0.13730963673185115,9.262155158897922,Low
PRV51963,0.11141882,0.0,10.040551175644548,2.5658472043699403,Low,3,0.09396314703621766,7.600438797102146,Low
PRV51964,0.1274069,0.0,5.173491684538503,1.3570763687149632,Low,1,0.005998311237573328,4.396054268769032,Low
PRV51965,0.062756,0.0,8.095299535746394,2.0552028849112536,Low,1,0.03709811189552792,5.699513403325597,Low
PRV51966,0.064277954,3.3958181289112677,7.524784526362644,2.7622896410182705,Low,0,-0.020534660830302365,4.657731766529909,Low
PRV51967,0.3311187,0.0,8.454366270431692,2.2791509190521673,Low,4,0.12201273671046498,8.161456415858158,Low
PRV51968,0.06324207,0.0,2.5035406466232346,0.6575061968442452,Low,0,-0.0648998762529206,2.0220777704874817,Low
PRV51969,0.17412554,0.0,8.612117104358031,2.240092044727642,Low,6,0.10748645552958236,7.807238559137745,Low
PRV51970,0.5593984,0.25612157365793964,9.508775926204253,2.720923581317782,Low,4,0.12216041406425115,8.474566216210569,Low
PRV51972,0.20657827,0.0,8.40462951659845,2.2044465139500464,Low,5,0.07495244388451683,6.9030961874585,Low
PRV51973,0.31030184,0.0,10.82827730644669,2.8622202467643367,Low,9,0.11164023543047907,8.432088342701125,Low
PRV51974,0.10747982,0.0,10.035406466232349,2.5625915256407383,Low,1,0.01572710173618419,5.494795361564956,Low
PRV51976,0.52079946,0.0,28.832102055405578,7.468425242864837,Low,7,0.15851484585108733,12.830788732117432,Low
PRV51977,0.112182334,0.0,30.836873979956568,7.765309662021861,Low,1,0.07750430769304284,10.755173045438898,Low
PRV51978,0.49492162,0.0,20.03540646623235,5.256312428888333,Low,4,0.11348907447244139,10.022161637301618,Low
PRV51979,91.56899,0.26468610783783714,27.86524298951969,52.816978581712426,Medium,13,0.17369389164766658,45.133519319792725,Medium
PRV51981,0.65253645,0.0,19.212695072768717,5.129441994100459,Low,5,0.08444819541722381,9.199368216837302,Low
PRV51983,0.12571281,0.0,7.416627239685955,1.9170132158949231,Low,3,0.07882800051860595,6.749735678903265,Low
PRV51984,5.382461,0.0,12.573638086013073,5.83464005701047,Low,54,0.12749911067488584,12.136315891377766,Low
PRV51987,0.03167064,0.0,8.764162586492938,2.20687596720026,Low,0,-0.1049843335150194,2.0564808039223657,Low
PRV51988,0.048320014,0.0,11.657045346797451,2.9384213437142335,Low,5,0.08684721444404753,7.728504650199533,Low
PRV51989,0.024467075,0.0,6.069752986507327,1.5296717842486278,Low,1,0.03453314194710688,5.264443065959357,Low
